Predictions1,Targets
2.6617074,0.30843902
2.6601815,0.33154106
2.6578927,0.31412888
2.6565194,0.31353202
2.6552987,0.34475666
2.654078,0.3301325
2.6519418,0.33692613
2.6528573,0.34373283
2.6527047,0.36429188
2.6519418,0.34356597
2.6517892,0.37219945
2.6519418,0.3843428
2.6517892,0.3705959
2.6517892,0.38792428
2.6519418,0.39406064
2.6519418,0.427728
2.6519418,0.3868734
2.6519418,0.42373535
2.651484,0.40214735
2.6519418,0.42675823
2.6528573,0.39973408
2.6516366,0.4213321
2.6516366,0.43012
2.6517892,0.45480484
2.6519418,0.43521252
2.6516366,0.46216494
2.6516366,0.4532346
2.6516366,0.5344505
2.651484,0.47342426
2.6516366,0.46391606
2.6517892,0.47528625
2.651484,0.49772945
2.651484,0.50020146
2.6516366,0.48943615
2.6516366,0.5492887
2.6516366,0.5093691
2.6516366,0.5126086
2.6516366,0.52808505
2.6516366,0.53014445
2.651484,0.5333943
2.651484,0.5548316
2.6517892,0.49375933
2.651484,0.51273495
2.651484,0.55174935
2.6517892,0.56616473
2.6519418,0.6121588
